alim_grp_code;alim_ssgrp_code;alim_ssssgrp_code;alim_grp_nom_eng;alim_ssgrp_nom_eng;alim_ssssgrp_nom_eng;alim_code;alim_nom_eng;alim_nom_eng;Energy. Regulation EU No 1169/2011 (kcal/100g);Energy. N x Jones' factor. with fibres (kJ/100g);Energy. N x Jones' factor. with fibres (kcal/100g);Water (g/100g);Protein (g/100g);Protein. crude. N x 6.25 (g/100g);Carbohydrate (g/100g);Fat (g/100g);Sugars (g/100g);Starch (g/100g);Fibres (g/100g);Polyols (g/100g);Ash (g/100g);Alcohol (g/100g);Organic acids (g/100g);FA saturated (g/100g);FA mono (g/100g);FA poly (g/100g);FA 4:0 (g/100g);FA 6:0 (g/100g);FA 8:0 (g/100g);FA 10:0 (g/100g);FA 12:0 (g/100g);FA 14:0 (g/100g);FA 16:0 (g/100g);FA 18:0 (g/100g);FA 18:1 n-9 cis (g/100g);FA 18:2 9c.12c (n-6) (g/100g);FA 18:3 c9.c12.c15 (n-3) (g/100g);FA 20:4 5c.8c.11c.14c (n-6) (g/100g);FA 20:5 5c.8c.11c.14c.17c (n-3) EPA (g/100g);FA 22:6 4c.7c.10c.13c.16c.19c (n-3) DHA (g/100g);Cholesterol (mg/100g);Salt (g/100g);Calcium (mg/100g);Chloride (mg/100g);Copper (mg/100g);Iron (mg/100g);Iodine (µg/100g);Magnesium (mg/100g);Manganese (mg/100g);Phosphorus (mg/100g);Potassium (mg/100g);Selenium (µg/100g);Sodium (mg/100g);Zinc (mg/100g);Retinol (µg/100g);Beta-carotene (µg/100g);Vitamin D (µg/100g);Vitamin E (mg/100g);Vitamin K1 (µg/100g);Vitamin K2 (µg/100g);Vitamin C (mg/100g);Vitamin B1 or Thiamin (mg/100g);Vitamin B2 or Riboflavin (mg/100g);Vitamin B3 or Niacin (mg/100g);Vitamin B5 or Pantothenic acid (mg/100g);Vitamin B6 (mg/100g);Vitamin B9 or Folate (µg/100g);Vitamin B12 (µg/100g)
4;401;40102;meat. egg and fish;cooked meat;pork;28205;Pork. meat. cooked (average);Pork. meat. cooked (average);214;896;214;59.8;28;28;0.24;11.3;0;;0;0;1.37;0;0;5.1;4.09;0.88;;;0.025;0.0098;0.012;0.17;3.08;1.51;3.71;0.75;0.053;0.03;;;77.8;0.12;13.5;;0.069;0.92;3.78;29.4;0.014;216;361;10.9;47.8;2.4;1.62;0;0.55;0.16;0;;0.28;0.78;0.23;5.95;0.65;0.34;5.76;0.62
4;401;40102;meat. egg and fish;cooked meat;pork;28301;Pork. roast. cooked;Pork. roast. cooked;163;689;163;63.8;30.5;30.5;0.65;4.31;0;-;0;0;1.53;0;0;1.32;1.6;0.31;0;0;0;0.0013;0.0013;0.041;0.82;0.45;1.29;0.25;0.013;0.013;0.023;0.0039;65.5;0.081;6.97;-;0.054;0.64;3.1;32.6;0.0095;204;330;14;32.3;1.74;1;0;0.5;0.11;0;-;0;0.89;0.16;6.63;0.67;0.34;0;0.33
4;401;40102;meat. egg and fish;cooked meat;pork;28401;Pork. spare-ribs. braised;Pork. spare-ribs. braised;333;1380;333;49.4;23.1;23.1;0.13;26.6;0;-;0;0;0.76;0;0;10.7;12.1;2.55;0;0;0;0.024;0.018;0.36;6.68;3.62;12.1;2.1;0.17;0.051;0;0;98.1;0.12;30.4;61;0.11;1.2;< 5;18;< 0.1;149;226;< 5;48.8;3;4;0;< 0.5;0.34;0;-;0.56;0.37;0.18;4.22;0.45;0.2;21.9;0.67
4;401;40102;meat. egg and fish;cooked meat;pork;28451;Pork. loin. roasted/baked;Pork. loin. roasted/baked;295;1230;295;51.5;26.2;26.2;< 0.1;21.2;0;-;0;0;1.03;0;0;-;5.74;-;-;-;-;0.02;0.014;0.19;3.39;3.15;5.74;1.2;0.068;0.06;-;-;58.4;0.15;18;-;0.059;1.09;5;28;0.016;213;425;39.1;58;4.2;2;0;0.7;0.2;0;-;0.6;0.71;0.24;5.65;0.78;0.38;1;0.88
4;401;40102;meat. egg and fish;cooked meat;pork;28461;Pork. ham escalope. cooked;Pork. ham escalope. cooked;200;841;200;-;36;36;traces;6.2;0;-;0;0;1.81;0;0;1.85;2.44;0.53;-;-;-;0.01;0.0033;0.066;1.16;0.59;1.96;0.38;0.023;0.072;-;-;99.6;0.19;6.77;-;-;0.87;-;35.4;-;313;512;13.2;76.5;2.33;-;-;-;-;-;-;-;0.88;0.25;9.65;-;0.34;-;1.12
4;401;40103;meat. egg and fish;cooked meat;poultry;36004;Chicken. leg. meat and skin. roasted/baked;Chicken. leg. meat and skin. roasted/baked;213;893;213;62.2;25.9;25.9;2;11.3;0;-;0;0;1.17;0;0;4.44;4.28;1.97;< 0.05;< 0.05;< 0.05;< 0.05;< 0.05;0.083;3.41;0.88;2.72;1.41;0.15;-;0.01;0.023;122;0.23;14.6;137;0.063;1.2;5;25.1;0.015;200;324;17.3;91;2.16;8.5;0;< 0.5;0.19;3.55;-;3;0.059;0.18;6.35;0.88;0.28;5.33;0.42
4;401;40103;meat. egg and fish;cooked meat;poultry;36005;Chicken. meat and skin. roasted/baked;Chicken. meat and skin. roasted/baked;213;892;213;59.7;28.9;28.9;2.1;9.88;1.7;-;0;0;1.39;0;0;2.78;4.36;2.19;0;0;0;0.0083;0.025;0.084;2.15;0.52;3.47;1.93;0.13;0.047;0.009;0.035;117;0.4;19.4;243;0.05;0.68;5;39.6;0.013;200;414;5.66;160;1.27;47.5;0;1.5;0.39;2.4;-;0;0.06;0.16;8.55;0.97;0.32;5;0.52
4;401;40103;meat. egg and fish;cooked meat;poultry;36006;Chicken leg. meat. roasted/baked;Chicken leg. meat. roasted/baked;171;718;171;66.9;24.8;24.8;0;8.03;0;-;0;0;1.02;0;0;2.2;3.09;1.75;0.001;0.001;0.0017;0.0015;0.013;0.051;1.59;0.49;2.22;1.16;0.048;-;0.007;0.023;112;0.26;11.6;-;0.07;1.2;-;22.6;0.018;197;252;29;104;2.3;11.8;0;0.13;0.2;3.73;-;0;0.084;0.21;6.03;1.17;0.39;5.8;0.36
4;401;40103;meat. egg and fish;cooked meat;poultry;36018;Chicken. breast. without skin. cooked;Chicken. breast. without skin. cooked;137;581;137;67.4;29.2;29.2;1.2;1.76;0;-;0;0;1.88;0;0;0.55;0.68;0.43;0;0;0;0;0.0081;0.022;0.43;0.085;0.68;0.37;0.033;0.018;0.0042;0.0099;70.4;< 0.1;12.9;1240;0.038;0.93;< 5;26.8;0.022;224;312;11;62.5;0.74;7;0;0.1;0.29;0.3;-;0;0.2;0.094;10.6;1.57;0.54;10.3;0.34
4;401;40103;meat. egg and fish;cooked meat;poultry;36030;Chicken leg. meat. boiled/cooked in water;Chicken leg. meat. boiled/cooked in water;188;785;188;64.3;24.8;24.8;0.7;9.52;0;-;0;0;1.03;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;133;0.23;5.8;100;< 0.1;1.2;3;26.2;< 0.1;164;262;-;90;2.4;10;0;< 0.5;0.27;3.55;-;2.2;0.059;0.15;4.9;0.64;0.2;7.5;0.49
4;401;40103;meat. egg and fish;cooked meat;poultry;36031;Chicken. leg. meat and skin. boiled/cooked in water;Chicken. leg. meat and skin. boiled/cooked in water;188;790;188;64.1;26.1;26.1;< 0.55;9.1;< 0.2;< 0.35;0;0;0.92;0;0.32;2.64;4.04;1.9;< 0.01;< 0.01;< 0.01;< 0.01;< 0.01;0.05;2.04;0.53;3.25;1.6;0.15;0.07;< 0.01;< 0.01;127;0.18;15;93.6;0.09;0.96;< 20;23;0.02;180;250;< 20;73;2.3;< 21;< 5;< 0.25;0.54;< 0.8;-;< 0.5;0.059;0.092;4.36;1.22;0.17;16.3;0.39
4;401;40103;meat. egg and fish;cooked meat;poultry;36032;Chicken. breast. meat and skin. roasted/baked;Chicken. breast. meat and skin. roasted/baked;189;794;189;62.4;29.8;29.8;0;7.78;0;-;0;0;0.99;0;0;2.19;3.03;1.66;0;0;0;0;0.01;0.06;1.61;0.45;-;-;-;-;0.01;0.03;84;0.18;14;-;0.05;1.07;-;27;0.018;214;245;-;71;1.02;28;0;0.1;0.27;0.3;-;0;0.066;0.12;12.7;0.94;0.56;4;0.32
4;401;40103;meat. egg and fish;cooked meat;poultry;36033;Chicken. wing. meat and skin. roasted/baked;Chicken. wing. meat and skin. roasted/baked;247;1030;247;59.4;23.8;23.8;0;16.9;0;-;0;0;0.88;0;0;4.98;7.71;3.59;0;0;0;0.007;0.008;0.098;3.88;0.93;6.38;3.18;0.16;-;0.004;0.006;141;0.25;18;-;0.041;0.84;-;19;0.011;147;212;-;98;1.64;12;0;0.2;0.69;0.3;-;0;0.065;0.15;6.32;0.86;0.56;9;0.35
4;401;40104;meat. egg and fish;cooked meat;turkey;36302;Turkey. meat. roasted/baked;Turkey. meat. roasted/baked;169;713;169;64.4;26.4;26.4;7.25;3.84;0;-;0;0;1.14;0;0;0.96;1.26;1.03;0;0;0;0.0048;0.0068;0.028;0.61;0.31;0.94;0.65;0.049;0.04;0.016;0.0043;120;< 0.1;9.66;-;0.094;1.14;< 5;44.3;0.02;222;483;< 10;101;3.75;4;0;0.3;0.06;0;-;0;0.047;0.28;9.5;0.95;0.64;9;0.94
4;401;40104;meat. egg and fish;cooked meat;turkey;36306;Turkey. escalope. saut_ed/pan-fried. with salt;Turkey. escalope. saut_ed/pan-fried. with salt;124;524;124;66.3;28.5;28.5;0;1.09;0;-;0;0;1.48;0;0;0.51;0.29;0.23;< 0.05;< 0.05;< 0.05;< 0.05;< 0.05;0.0085;0.33;0.13;-;0.21;0.016;-;-;-;72.5;0.16;5.42;124;0.054;0.49;4;44.4;0.012;293;462;6.48;65.2;1.22;< 2;0;< 0.5;0.08;-;-;0.75;0.049;0.083;13.5;0.84;0.59;-;0.61
4;401;40104;meat. egg and fish;cooked meat;turkey;36308;Turkey. escalope. roasted/baked;Turkey. escalope. roasted/baked;128;539;128;67.9;24.6;24.6;0.5;3.04;0;-;0;0;1.22;0;0;1;0.63;0.53;0;0;0;0.004;0.005;0.018;0.37;0.18;0.54;0.43;0.02;-;0.004;0.004;80;0.25;9;-;0.063;0.57;-;32;0.011;230;249;30.8;99;1.72;3;0;0.3;0.06;0;-;0;0.035;0.21;11.8;0.9;0.81;9;0.39
4;401;40105;meat. egg and fish;cooked meat;lamb and mutton;21501;Lamb cutlet. grilled;Lamb cutlet. grilled;240;999;240;58;25.7;25.7;traces;15.2;0;-;0;0;1.02;0;0;6.52;4.19;0.51;-;-;0.08;0.029;0.086;0.76;2.93;2.39;4.19;0.35;0.11;0.043;0.014;< 0.014;48.9;0.31;19.7;-;0.077;-;5;20.1;0.0079;184;-;9.97;-;3.5;5.5;0;-;-;-;-;-;-;-;7.45;-;-;-;2.8
4;401;40105;meat. egg and fish;cooked meat;lamb and mutton;21503;Lamb. leg. roasted/baked;Lamb. leg. roasted/baked;169;708;169;65.9;26.8;26.8;0;6.85;0;-;0;0;1.32;0;0;2.63;2.54;0.63;-;-;-;0.015;0.031;0.27;1.32;0.73;1.98;0.34;0.051;0.059;0.0076;0.009;97.6;0.19;21.8;61;0.12;1.4;5;30.7;0.015;183;301;10.3;75.5;4.01;0;0;-;0.13;-;-;0;0.1;0.28;6.52;0.83;0.24;17;1.88
4;401;40105;meat. egg and fish;cooked meat;lamb and mutton;21506;Lamb. shoulder. roasted/baked;Lamb. shoulder. roasted/baked;252;1050;252;53.7;30.5;30.5;< 0.1;14.5;0;-;0;0;1.22;0;0;5.26;4.69;1.26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;99.8;0.24;8.8;61;0.2;2.2;8.6;25.4;< 0.1;231;376;< 5;95.5;4.7;7.5;0;< 0.5;0.14;4.6;-;6.9;0.064;0.3;7.2;0.3;0.21;24.2;2.72
4;401;40105;meat. egg and fish;cooked meat;lamb and mutton;21507;Lamb. shoulder. lean. roasted/baked;Lamb. shoulder. lean. roasted/baked;197;822;197;64.2;24.9;24.9;0;10.8;0;-;0;0;1.33;0;0;4.08;4.36;0.95;0;0;0;0.02;0.03;0.32;2.17;1.33;-;-;-;-;0;0;87;0.17;19;-;0.11;2.13;5;25;0.026;200;265;6;68;6.04;0;0;0.1;0.18;4.5;-;0;0.09;0.26;5.76;0.73;0.15;25;2.7
4;401;40105;meat. egg and fish;cooked meat;lamb and mutton;21508;Lamb. neck. braised or boiled;Lamb. neck. braised or boiled;365;1520;365;40.6;33.6;33.6;traces;25.6;0;-;0;0;-;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;93;-;-;-;-;0.66;-;-;-;-;-;13.9;-;7.14;-;-;-;0.36;-;-;-;0.1;-;4.26;0.69;0.095;-;2.06
4;401;40105;meat. egg and fish;cooked meat;lamb and mutton;21509;Lamb. chop fillet. grilled/pan-fried;Lamb. chop fillet. grilled/pan-fried;157;660;157;67.7;26.3;26.3;traces;5.78;0;-;0;0;-;0;0;2.21;2.05;0.54;-;-;-;-;0.022;0.2;1.08;0.67;1.58;0.28;0.038;0.066;-;0.0057;86;-;-;-;-;1.27;-;-;-;-;-;10.1;-;3.55;-;-;-;0.16;-;-;-;0.1;-;6.72;0.62;0.3;-;1.22
4;401;40105;meat. egg and fish;cooked meat;lamb and mutton;21512;Lamb. rib chop. grilled/pan-fried;Lamb. rib chop. grilled/pan-fried;185;777;185;64.1;26.1;26.1;0;9.01;0;-;0;0;0.93;0;0;3.67;3.37;0.7;-;-;-;0.08;0.039;0.36;1.8;1.06;2.58;0.39;0.06;0.053;-;0.004;90;0.18;22;-;0.12;1.27;-;20;0.019;166;271;9.36;73;3.43;0;-;-;0.1;-;-;0;0.1;0.21;6.64;0.7;0.28;15;1.38
4;401;40105;meat. egg and fish;cooked meat;lamb and mutton;21513;Lamb. saddle. lean. roasted/baked;Lamb. saddle. lean. roasted/baked;153;645;153;68.3;26.1;26.1;0;5.45;0;-;0;0;1.16;0;0;2.01;1.92;0.53;0;0;0;0.06;0.022;0.19;1;0.59;1.49;0.28;0.039;0.06;0;0.008;91;0.16;18;-;0.12;1.21;-;23;0.02;180;246;10.3;64;3.67;0;0;0.1;0.11;4.7;-;0;0.1;0.24;6.67;0.83;0.27;19;1.53
4;401;40105;meat. egg and fish;cooked meat;lamb and mutton;21518;Lamb. leg. grilled/pan-fried;Lamb. leg. grilled/pan-fried;174;731;174;64.8;27.6;27.6;traces;7.08;0;-;0;0;-;0;0;2.63;2.54;0.63;-;-;-;-;0.031;0.27;1.32;0.73;1.98;0.34;0.051;0.059;-;0.009;-;-;-;-;-;1.51;-;-;-;-;-;10.7;-;4.15;-;-;-;-;-;-;-;-;-;6.52;-;0.23;-;1.88
4;401;40105;meat. egg and fish;cooked meat;lamb and mutton;21519;Lamb. leg. braised;Lamb. leg. braised;222;932;222;55.2;35.2;35.2;traces;9.03;0;-;0;0;-;0;0;3.46;3.34;0.83;-;-;-;-;0.041;0.35;1.74;0.97;2.6;0.45;0.067;0.078;-;0.012;-;-;-;-;-;0.97;-;-;-;-;-;13.6;-;5.28;-;-;-;-;-;-;-;-;-;6.52;-;0.16;-;1.88
4;401;40105;meat. egg and fish;cooked meat;lamb and mutton;21520;Lamb. saddle. grilled/pan-fried;Lamb. saddle. grilled/pan-fried;153;645;153;68.3;26.1;26.1;traces;5.45;0;-;0;0;-;0;0;2.05;1.95;0.54;-;-;-;-;0.022;0.2;1.02;0.6;1.52;0.29;0.039;0.061;-;0.0081;-;-;-;-;-;1.28;-;-;-;-;-;10.3;-;3.67;-;-;-;-;-;-;-;-;-;6.67;-;0.29;-;1.53
4;401;40105;meat. egg and fish;cooked meat;lamb and mutton;21522;Lamb. chop. cooked (avergae);Lamb. chop. cooked (avergae);157;660;157;67.7;26.3;26.3;0;5.78;0;;0;0;;0;0;2.21;2.05;0.54;;;;;0.022;0.2;1.08;0.67;1.58;0.28;0.038;0.066;;0.0057;86;;;;;1.27;;;;;;10.1;;3.55;;;;0.16;;;;0.1;;6.72;0.62;0.3;;1.22
4;401;40105;meat. egg and fish;cooked meat;lamb and mutton;21523;Lamb. meat. cooked (average);Lamb. meat. cooked (average);209;875;209;60.4;28.3;28.3;0.012;10.7;0;;0;0;;0;0;3.67;3.55;0.88;;;;;0.031;0.28;1.61;0.94;;;;;;0.0062;;;;;;1.73;;;;;;7.87;;4.9;;;;;;;;;;6.41;;0.2;;2.26
4;401;40105;meat. egg and fish;cooked meat;lamb and mutton;21524;Lamb. chop. grilled (average);Lamb. chop. grilled (average);157;660;157;67.7;26.3;26.3;0;5.78;0;;0;0;;0;0;2.21;2.05;0.54;;;;;0.022;0.2;1.08;0.67;1.58;0.28;0.038;0.066;;0.0057;86;;;;;1.27;;;;;;10.1;;3.55;;;;0.16;;;;0.1;;6.72;0.62;0.3;;1.22
4;401;40106;meat. egg and fish;cooked meat;game;14000;Venison (roebuck). roasted/baked;Venison (roebuck). roasted/baked;150;632;150;65.2;30.2;30.2;0;3.19;0;-;0;0;1.52;0;0;1.25;0.88;0.62;-;-;-;-;0;0.03;0.54;0.67;-;-;-;-;-;-;112;0.15;7;-;0.3;4.47;4;24;0.046;226;335;8.9;54;2.75;0;-;-;-;2;0.7;0;0.18;0.6;6.71;-;0.65;6;0.8
4;401;40106;meat. egg and fish;cooked meat;game;14003;Wild boar. roasted/baked;Wild boar. roasted/baked;153;643;153;63.9;28.3;28.3;0;4.38;0;0;0;0;1.27;0;0;1.3;1.71;0.64;0;0;0;0;0;0.05;0.77;0.44;-;-;-;-;0;0;77;0.15;16;-;0.056;1.12;-;27;-;134;396;-;60;3.01;0;0;0;0.38;1.4;-;0;0.31;0.14;4.21;-;0.42;6;0.7
4;401;40106;meat. egg and fish;cooked meat;game;14007;Venison (hart). roasted/baked;Venison (hart). roasted/baked;150;632;150;65.2;30.2;30.2;0;3.19;0;-;0;0;1.52;0;0;1.25;0.88;0.62;-;-;-;0;0;0.03;0.54;0.67;-;-;-;-;-;-;112;0.14;7;-;0.3;4.47;-;24;0.046;226;335;-;54;2.75;0;-;-;-;-;-;0;0.18;0.6;6.71;-;-;-;-
4;401;40106;meat. egg and fish;cooked meat;game;14008;Game. cooked (average);Game. cooked (average);152;641;152;64.4;29.6;29.6;0;3.72;0;;0;0;1.43;0;0;1.26;1.24;0.63;;;;0;0;0.043;0.66;0.53;;;;;;;98;0.14;11.7;;0.19;3.07;;25.8;;188;362;;55.9;2.83;0;;;;1.63;;0;0.22;0.36;5.62;;0.5;6.19;1.28
4;401;40106;meat. egg and fish;cooked meat;game;36402;Pheasant. meat. roasted/baked;Pheasant. meat. roasted/baked;239;999;239;55.8;32.4;32.4;0;12.1;0;-;0;0;1.3;0;0;3.91;5.63;1.19;0;0;0;0;0.065;0.12;2.88;0.85;-;-;-;-;0;0;89;0.18;16;-;0.084;1.43;4;22;-;242;271;-;43;1.37;57;0;0.2;0.27;4.9;-;2.3;0.07;0.18;7.53;-;0.75;5;0.72
4;401;40106;meat. egg and fish;cooked meat;game;36603;Feathered game. meat. cooked (average);Feathered game. meat. cooked (average);218;908;218;61.6;25.1;25.1;0;13;0;;0;0;1.53;0;0;3.25;3.42;;0.0013;0.0013;0.0013;0.0013;0.015;0.048;2.04;1.08;2.7;0.82;0.037;0.12;;;109;0.73;6.79;;0.45;4.2;10.2;31.4;0.043;246;369;24.4;291;2.11;23.4;8.02;0.55;0.54;;;2.08;0.32;0.67;11.8;2.58;0.82;9.47;2.78
4;401;40107;meat. egg and fish;cooked meat;other meats;6902;Horse. meat. roasted/baked;Horse. meat. roasted/baked;138;581;138;68.6;28;28;0;2.85;0;-;0;0;1.69;0;0;2.41;0.12;0.078;< 0.006;< 0.006;< 0.006;0.0026;0.021;0.21;1.73;0.23;0.12;0.045;0.031;0.00056;0.00058;0.00038;83.6;0.1;4.8;-;0.16;3.4;4;28.1;< 0.1;214;333;5;39.8;3.1;18;-;< 0.5;1.15;-;-;< 1;0.15;0.36;9.5;0.45;0.7;< 20;4.05
4;401;40107;meat. egg and fish;cooked meat;other meats;6906;Horse. topside. grilled/pan-fried;Horse. topside. grilled/pan-fried;135;570;135;68.7;27.9;27.9;traces;2.58;0;-;0;0;-;0;0;0.77;0.68;0.54;-;-;-;-;0.00071;0.057;0.55;0.14;0.46;0.34;0.13;0.019;-;0;-;-;-;-;-;3.99;-;-;-;-;-;7.47;-;3.32;-;-;-;-;-;-;-;-;-;5.28;-;0.69;-;1.63
4;401;40107;meat. egg and fish;cooked meat;other meats;6907;Horse. sirloin steak. grilled/pan-fried;Horse. sirloin steak. grilled/pan-fried;163;685;163;65.5;26.6;26.6;traces;6.27;0;-;0;0;-;0;0;2.1;2.27;0.97;-;-;-;-;0.0096;0.23;1.58;0.23;1.54;0.49;0.4;0.017;-;0;-;-;-;-;-;3.3;-;-;-;-;-;7.54;-;2.25;-;-;-;-;-;-;-;-;-;5.22;-;0.69;-;1.51
4;401;40107;meat. egg and fish;cooked meat;other meats;6908;Horse. rib steak. grilled/pan-fried;Horse. rib steak. grilled/pan-fried;169;711;169;64.4;28.2;28.2;traces;6.24;0;-;0;0;-;0;0;1.99;2.03;1.01;-;-;-;-;0.0079;0.21;1.52;0.22;1.36;0.54;0.39;0.021;-;0;-;-;-;-;-;3.38;-;-;-;-;-;7.92;-;3.18;-;-;-;-;-;-;-;-;-;5.55;-;0.66;-;1.44
4;401;40107;meat. egg and fish;cooked meat;other meats;6909;Horse. sirloin steak. roasted/baked;Horse. sirloin steak. roasted/baked;173;729;173;63.2;28.3;28.3;traces;6.68;0;-;0;0;-;0;0;2.23;2.41;1.03;-;-;-;-;0.01;0.25;1.68;0.25;1.64;0.52;0.43;0.018;-;0;-;-;-;-;-;3.3;-;-;-;-;-;8.03;-;2.4;-;-;-;-;-;-;-;-;-;5.22;-;0.69;-;1.51
4;401;40107;meat. egg and fish;cooked meat;other meats;6910;Horse. topside. roasted/baked;Horse. topside. roasted/baked;144;607;144;66.6;29.7;29.7;traces;2.75;0;-;0;0;-;0;0;0.82;0.73;0.57;-;-;-;-;0.00075;0.061;0.59;0.14;0.49;0.36;0.14;0.02;-;0;-;-;-;-;-;3.99;-;-;-;-;-;7.96;-;3.53;-;-;-;-;-;-;-;-;-;5.28;-;0.69;-;1.63
4;401;40107;meat. egg and fish;cooked meat;other meats;21801;Young goat. cooked;Young goat. cooked;136;573;136;68.2;27.1;27.1;0;3.03;0;-;0;0;1.46;0;0;0.93;1.36;0.23;0;0;0;0;0;0.04;0.43;0.43;-;-;-;-;0;0;75;0.22;17;-;0.3;3.73;-;-;0.042;201;405;-;86;5.27;0;0;0;0.34;1.2;-;0;0.09;0.61;3.95;-;0;5;1.19
4;401;40107;meat. egg and fish;cooked meat;other meats;34000;Rabbit. meat. braised;Rabbit. meat. braised;197;828;197;59.8;30.4;30.4;0;8.41;0;-;0;0;1.09;0;0;2.73;2.78;1.8;0;0;0;0;0;0.22;1.89;0.39;-;-;-;-;0;0;86;0.093;20;-;0.18;2.37;3;20;0.032;226;300;-;37;2.37;0;0;0;0.44;1.6;-;0;0.06;0.17;7.16;0.67;0.34;9;6.51
4;401;40107;meat. egg and fish;cooked meat;other meats;34002;Rabbit. meat. cooked;Rabbit. meat. cooked;167;697;167;68.2;20.5;20.5;0.5;9.2;0;0;0;0;1.1;0;0;3.42;2.64;2.06;< 0.01;< 0.01;< 0.01;0.03;0.03;0.23;2.41;0.58;1.84;1.83;0.18;0.052;-;-;75.9;0.16;13.5;185;0.063;2.27;-;21.8;0.015;200;340;73;63.2;1.79;0;-;-;1.22;-;-;0;0.1;0.21;9;0.5;0.13;< 2.1;2.2
4;401;40107;meat. egg and fish;cooked meat;other meats;34004;Rabbit. wild. meat. cooked;Rabbit. wild. meat. cooked;164;691;164;61.4;33;33;0;3.51;0;-;0;0;1.7;0;0;1.05;0.95;0.68;0;0;0;0;0;0.09;0.79;0.16;-;-;-;-;0;0;123;0.11;18;-;0.18;4.85;-;31;-;240;343;-;45;2.38;0;0;0;0.41;1.5;-;0;0.02;0.07;6.4;-;0.34;8;6.51
4;401;40107;meat. egg and fish;cooked meat;other meats;36051;Capon. meat and skin. roasted/baked;Capon. meat and skin. roasted/baked;221;923;221;58.7;29;29;0;11.7;0;-;0;0;1.04;0;0;3.26;4.75;2.52;-;-;-;0;0.01;0.09;2.42;0.64;-;-;-;-;0.01;0.03;86;0.12;14;-;0.069;1.49;-;24;0.021;246;255;-;49;1.74;-;-;-;-;-;-;0;0.07;0.17;8.95;1.1;0.43;6;0.33
4;401;40107;meat. egg and fish;cooked meat;other meats;36102;Quail. meat and skin. cooked;Quail. meat and skin. cooked;206;860;206;60.5;26.8;26.8;0;10.9;0;0;0;0;1.49;0;0;3.06;4.25;3.03;0;0;0;0;0.046;0.09;2.34;0.58;4.25;2.71;0.23;0.078;0.011;0;86;0.13;15;-;0.59;4.43;3;22;-;279;216;-;52;3.1;70;0;0.2;0.7;4.2;-;2.3;0.22;0.3;7.92;-;0.62;6;0.36
4;401;40107;meat. egg and fish;cooked meat;other meats;36200;Duck. meat and skin. roasted/baked;Duck. meat and skin. roasted/baked;331;1370;331;51.8;19;19;0;28.4;0;-;0;0;0.82;0;0;9.67;12.9;3.65;0;0;0;0;0.04;0.17;6.8;2.43;-;-;-;-;0;0;84;0.15;11;-;0.23;2.7;-;16;0.019;156;204;-;59;1.86;63;0;0.1;0.7;5.1;-;0;0.17;0.27;4.83;1.1;0.18;6;0.3
4;401;40107;meat. egg and fish;cooked meat;other meats;36202;Duck. meat. roasted/baked;Duck. meat. roasted/baked;194;811;194;63.1;23.3;23.3;0;11.2;0;0;0;0;1.28;0;0;3.48;3.86;1.49;0;0;0;0;0.027;0.053;2.35;0.9;3.66;0.86;0.049;0.074;0;0;119;0.39;6.78;243;0.35;3.35;4;35.8;0.036;203;392;9.08;154;1.92;23;0;0.1;0.7;3.8;-;0;0.26;0.47;11.1;1.5;0.71;10;2.9
4;401;40107;meat. egg and fish;cooked meat;other meats;36205;Duck. magret. cooked in pan;Duck. magret. cooked in pan;222;928;222;61.7;26.7;26.7;traces;12.8;0;-;0;0;1.79;0;0;2.46;2.01;-;< 0.005;< 0.005;< 0.005;< 0.005;< 0.005;0.026;1.32;1.11;2.01;0.68;0.017;0.15;-;-;106;1.09;5;-;0.5;4.8;15;31.2;< 0.1;273;390;34;435;2.1;16;< 30;0.93;0.46;-;-;3.5;0.38;0.88;13.5;3.4;0.98;< 20;3.3
4;401;40107;meat. egg and fish;cooked meat;other meats;36502;Goose. meat. roasted/baked;Goose. meat. roasted/baked;230;961;230;54.6;29;29;0;12.7;0;-;0;0;1.14;0;0;-;-;-;-;-;-;0;0.04;0.05;2.61;1.4;-;-;-;-;0;0;96;0.25;14;-;0.28;2.87;4;25;0.024;309;388;-;76;3.17;12;0;0.1;-;-;-;0;0.092;0.39;4.08;1.83;0.47;12;0.49
4;401;40107;meat. egg and fish;cooked meat;other meats;36503;Goose. meat and skin. roasted/baked;Goose. meat and skin. roasted/baked;298;1240;298;52;25.2;25.2;0;21.9;0;-;0;0;0.97;0;0;6.87;10.3;2.52;0;0;0;0;0.04;0.11;4.53;1.81;-;-;-;-;0;0;91;0.18;13;-;0.26;2.83;-;22;0.023;270;329;-;70;2.62;21;0;0.1;1.74;5.1;-;0;0.077;0.32;4.17;1.53;0.37;2;0.41
4;401;40107;meat. egg and fish;cooked meat;other meats;36602;Pigeon. meat. roasted/baked;Pigeon. meat. roasted/baked;213;887;213;62;23.9;23.9;0;13;0;-;0;0;1.1;0;0;3.74;5.46;2.73;0;0;0;0;0.005;0.087;2.51;1.02;-;-;-;-;0.005;0.015;116;0.14;17;-;0.76;5.91;4;26;-;332;256;-;57;3.83;28;0;0.2;0.06;4;-;2.9;0.28;0.35;7.6;-;0.57;6;0.41
