alim_grp_code;alim_ssgrp_code;alim_ssssgrp_code;alim_grp_nom_eng;alim_ssgrp_nom_eng;alim_ssssgrp_nom_eng;alim_code;alim_nom_eng;alim_nom_eng;Energy. Regulation EU No 1169/2011 (kcal/100g);Energy. N x Jones' factor. with fibres (kJ/100g);Energy. N x Jones' factor. with fibres (kcal/100g);Water (g/100g);Protein (g/100g);Protein. crude. N x 6.25 (g/100g);Carbohydrate (g/100g);Fat (g/100g);Sugars (g/100g);Starch (g/100g);Fibres (g/100g);Polyols (g/100g);Ash (g/100g);Alcohol (g/100g);Organic acids (g/100g);FA saturated (g/100g);FA mono (g/100g);FA poly (g/100g);FA 4:0 (g/100g);FA 6:0 (g/100g);FA 8:0 (g/100g);FA 10:0 (g/100g);FA 12:0 (g/100g);FA 14:0 (g/100g);FA 16:0 (g/100g);FA 18:0 (g/100g);FA 18:1 n-9 cis (g/100g);FA 18:2 9c.12c (n-6) (g/100g);FA 18:3 c9.c12.c15 (n-3) (g/100g);FA 20:4 5c.8c.11c.14c (n-6) (g/100g);FA 20:5 5c.8c.11c.14c.17c (n-3) EPA (g/100g);FA 22:6 4c.7c.10c.13c.16c.19c (n-3) DHA (g/100g);Cholesterol (mg/100g);Salt (g/100g);Calcium (mg/100g);Chloride (mg/100g);Copper (mg/100g);Iron (mg/100g);Iodine (µg/100g);Magnesium (mg/100g);Manganese (mg/100g);Phosphorus (mg/100g);Potassium (mg/100g);Selenium (µg/100g);Sodium (mg/100g);Zinc (mg/100g);Retinol (µg/100g);Beta-carotene (µg/100g);Vitamin D (µg/100g);Vitamin E (mg/100g);Vitamin K1 (µg/100g);Vitamin K2 (µg/100g);Vitamin C (mg/100g);Vitamin B1 or Thiamin (mg/100g);Vitamin B2 or Riboflavin (mg/100g);Vitamin B3 or Niacin (mg/100g);Vitamin B5 or Pantothenic acid (mg/100g);Vitamin B6 (mg/100g);Vitamin B9 or Folate (µg/100g);Vitamin B12 (µg/100g)
9;902;0;fats and oils;vegetable oils;-;17701;Combined oil (mix of olive oil and seeds oil);Combined oil (mix of olive oil and seeds oil);900;3700;900;0;0;0;0;100;0;0;0;0;0;0;0;12.1;49.4;32.5;-;-;-;-;< 0.1;< 0.1;7.93;3.22;46.3;27.2;2.18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;32.3;-;-;0;0;0;0;0;0;0;0
9;902;0;fats and oils;vegetable oils;-;17900;Argan oil;Argan oil;889;3650;889;-;0;0;0;98.7;0;-;0;0;-;0;0;17.6;44.8;33.3;-;-;-;-;-;0.15;11.8;4.99;43.8;33;0.13;0;0;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3.6;-;-;-;-;-;-;-;-;-;-
9;903;0;fats and oils;margarines;-;16614;Vegetable fat (like margarine). 80% fat. salted;Vegetable fat (like margarine). 80% fat. salted;722;2970;722;-;< 0.5;< 0.5;< 0.5;80;< 0.5;-;0;0;1.78;0;0;32;35;12;-;-;-;-;-;-;-;-;-;9.5;2.5;-;-;-;-;1.78;-;-;-;-;-;-;-;-;-;-;710;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-
9;903;0;fats and oils;margarines;-;16615;Vegetable fat (margarine type). 80% fat. unsalted;Vegetable fat (margarine type). 80% fat. unsalted;726;2980;726;16.3;0.39;0.39;0.3;80.4;0.3;0;0;0;2.16;0;0;25.1;26.8;24.9;0;0;0.35;0.12;4.03;1.75;11;6.89;21;20.2;1.8;-;0;0;0;0.43;11.1;147;0.0063;0.098;1.5;4.19;0.0043;10.8;32.5;< 2.2;174;0.04;780;20;0;8.5;0;-;0;0.01;0.025;0.013;0.084;0.003;1.5;0.1
9;903;0;fats and oils;margarines;-;16616;Vegetable fat (margarine type). 70% fat. unsalted;Vegetable fat (margarine type). 70% fat. unsalted;631;2600;631;26.5;0.13;0.13;0.24;70;0.24;traces;0;0;0.79;traces;0;29.2;27.2;9.17;0;0;0.16;0.15;1.91;1.26;18.2;5.47;21.5;8.03;1.14;0;0;-;5.6;0.76;6.9;459;< 1;< 1;< 10;< 2;< 1;5.2;13.5;< 3;265;< 1;2.2;436;-;25;-;-;2.4;< 0.05;< 0.05;< 0.05;< 0.05;< 0.05;< 5;< 0.2
9;903;0;fats and oils;margarines;-;16654;Vegetable fat (margarine type). 60% fat. unsalted. sunflowerseed;Vegetable fat (margarine type). 60% fat. unsalted. sunflowerseed;548;2250;548;39;< 0.5;< 0.5;< 0.55;60.6;< 0.2;< 0.35;0;0;0.43;0;0.047;14.1;17.9;25.6;< 0.01;< 0.01;0.29;0.18;2.54;1.03;7.44;2.01;17.1;21.1;4.55;< 0.01;< 0.01;< 0.01;-;0.37;3.3;225;< 0.01;< 0.05;< 20;0.85;< 0.01;4.9;19;< 20;146;< 0.05;-;528;< 0.25;21.4;16.2;-;-;< 0.015;< 0.01;< 0.1;0.015;0.039;< 0.5;-
9;903;0;fats and oils;margarines;-;16719;Vegetable fat (margarine type). spreadable. fat content unknown. light. unsalted;Vegetable fat (margarine type). spreadable. fat content unknown. light. unsalted;591;2430;591;32.3;0.12;0.12;0.22;65.5;0.22;0.082;0;0;0.72;0;0;25;24.4;12.4;0.049;0.046;0.29;0.27;2.37;1.46;14.7;4.44;19.8;11.1;1.28;0.0001;0.000029;;7.33;0.63;9.17;431;0.5;0.5;5;1.02;0.5;8.19;17.1;4.08;224;0.5;20;463;;22.7;;;1.84;0.028;0.025;0.025;0.025;0.025;2.5;0.091
9;903;0;fats and oils;margarines;-;16725;Fat spreadfat content unknown. unsalted (average);Fat spreadfat content unknown. unsalted (average);512;2110;512;43.7;0.11;0.11;0.18;56.8;0.18;0.25;0;0;0.6;0;0;16.8;18.9;18.7;0.15;0.14;0.55;0.49;3.27;1.86;7.83;2.41;16.7;17.2;1.55;0.0003;0.000087;;10.7;0.37;13.6;376;0.5;0.5;5;1.05;0.5;14.1;24.2;9.15;143;0.5;54.9;515;6.53;18.3;;;0.74;0.034;0.025;0.025;0.026;0.025;2.5;0.074
9;903;0;fats and oils;margarines;-;16733;Vegetable fat (margarine type). spreadable. 30-40% fat. light. unsalted;Vegetable fat (margarine type). spreadable. 30-40% fat. light. unsalted;346;1420;346;60;0.5;0.5;0.5;38;0.5;-;0;0;0.58;0;0;15.1;15.8;6.5;0.29;0.21;0.43;0.48;2.5;1.71;5.75;1.56;10.3;5.62;0.87;0.0097;0.0028;-;34;0.36;20.8;236;< 1;< 1;< 10;2.5;< 1;16;76.8;< 3;130;< 1;566;438;7.5;9.1;-;-;< 1;0.33;< 0.05;< 0.05;0.05;< 0.05;< 5;< 0.1
9;903;0;fats and oils;margarines;-;16734;Vegetable fat (margarine type). spreadable. 30-40% fat. light. lightly salted;Vegetable fat (margarine type). spreadable. 30-40% fat. light. lightly salted;358;1470;358;51.6;0.9;0.9;3.05;38;1.5;-;0;0;2.1;0;0;17.3;10.5;3.95;0.067;0.12;0.81;0.63;4.29;0.022;4.2;0.94;9.76;-;0.99;0;0;-;12;1.63;54.3;919;< 1;< 1;< 10;6.1;< 1;46;117;3.6;650;< 1;650;457;-;12.8;-;-;2.2;0.11;0.1;< 0.05;0.11;0.1;< 5;0.2
9;903;0;fats and oils;margarines;-;16735;Vegetable fat (margarine type). spreadable. 30-40% fat. light. unsalted. with plant sterols esters;Vegetable fat (margarine type). spreadable. 30-40% fat. light. unsalted. with plant sterols esters;333;1370;333;52.6;0.09;0.09;4;35.1;0.1;-;0;0;0.84;0;0;7.67;8.9;17;-;-;-;-;-;-;-;-;-;14.2;2.82;-;-;-;2.8;0.74;3.8;483;< 1;< 1;< 10;< 2;< 1;5.2;49;< 3;294;< 1;197;< 50;7.5;20;-;-;< 1;< 0.05;< 0.05;< 0.05;< 0.05;< 0.05;10;< 0.2
9;903;0;fats and oils;margarines;-;16736;Vegetable fat (margarine type). spreadable. 30-40% fat. light. unsalted. rich in omega 3;Vegetable fat (margarine type). spreadable. 30-40% fat. light. unsalted. rich in omega 4;349;1440;349;58.2;0;0;0;38.8;0;-;0;0;0.41;0;0;9;16.8;9.47;0;0;0.14;0.12;1.58;0.62;3.08;2.4;15.5;6;3;0.018;0.24;-;17;0.3;7.9;234;< 1;< 1;< 10;< 2;< 1;8.9;34.2;< 3;120;< 1;508;438;-;29;-;-;< 1;< 0.05;< 0.05;< 0.05;< 0.05;< 0.05;< 5;< 0.1
9;903;0;fats and oils;margarines;-;16737;Vegetable fat (margarine type). spreadable. 50-63% fat. light. unsalted. rich in omega 3;Vegetable fat (margarine type). spreadable. 50-63% fat. light. unsalted. rich in omega 4;521;2140;521;40.4;0.15;0.15;0.18;57.8;0.18;-;traces;0;0.39;0;0;14.5;26.9;13.9;0;0;0.11;0.12;3.9;1.45;6.85;1.34;26.9;11.5;2.41;0;0.047;-;4;0.37;4.3;177;< 1;< 1;< 10;< 2;< 1;3.7;13.1;< 3;147;< 1;< 2;547;7.5;23.2;-;-;< 1;< 0.05;< 0.05;< 0.05;< 0.05;< 0.05;< 5;< 0.1
9;903;0;fats and oils;margarines;-;16738;Vegetable fat (margarine type). 50-63% fat. light. lightly salted;Vegetable fat (margarine type). 50-63% fat. light. lightly salted;523;2150;523;36.9;0.2;0.2;< 0.2;58;< 0.2;< 0.5;0;0;1.8;0;0;25;19;8.46;0.3;0.26;0.85;0.79;4.71;2.86;9.01;2.79;17.4;7.18;1.28;0;0;-;22;1.25;13.9;1050;< 1;< 1;< 10;< 2;< 1;18;35;8.4;500;< 1;45;507;7.5;15.4;-;-;< 1;< 0.1;< 0.05;< 0.05;0.26;< 0.05;< 5;< 0.1
9;903;0;fats and oils;margarines;-;16739;Vegetable fat (margarine type). spreadable. 50-63% fat. light. unsalted. with plant sterols esters;Vegetable fat (margarine type). spreadable. 50-63% fat. light. unsalted. with plant sterols esters;559;2300;559;-;0.1;0.1;0.1;62;0.1;-;traces;0;0.53;0;0;13.5;24.5;23.6;-;-;-;-;-;-;-;-;-;20.8;2.79;-;-;-;-;0.53;-;-;-;-;-;-;-;-;-;-;210;-;-;-;7.5;16;-;-;-;-;-;-;-;-;-;-
9;903;0;fats and oils;margarines;-;16740;Vegetable fat (margarine type). spreadable. 50-63% fat. light. lightly salted. rich in omega 3;Vegetable fat (margarine type). spreadable. 50-63% fat. light. lightly salted. rich in omega 4;491;2020;491;44.2;0.083;0.083;0.12;54.5;0.12;-;0;0;1.38;0;0;14.9;25;13.6;-;-;-;-;5.1;1.8;5.7;-;24.5;8;4.25;-;-;-;2;1.38;-;727;-;-;-;-;-;-;-;-;550;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-
9;903;0;fats and oils;margarines;-;16741;Vegetable fat (margarine type). spreadable. 50-63% fat. light. unsalted;Vegetable fat (margarine type). spreadable. 50-63% fat. light. unsalted;517;2130;517;43.2;0.097;0.097;0.17;57.4;0.17;< 0.5;traces;0;0.6;traces;0;16.8;19;19.1;0.14;0.13;0.55;0.49;3.29;1.87;7.9;2.44;16.9;17.6;1.58;0;0;-;10;0.37;13.4;381;< 1;< 1;< 10;< 2;< 1;14;22.5;9.4;144;< 1;38.5;518;6.5;18.6;-;-;0.75;< 0.05;< 0.05;< 0.05;< 0.05;< 0.05;< 5;< 0.15
9;903;0;fats and oils;margarines;-;16742;Vegetable fat (margarine type). spreadable. 30-40% fat. light. lightly salted. with plant sterols esters;Vegetable fat (margarine type). spreadable. 30-40% fat. light. lightly salted. with plant sterols esters;325;1340;325;-;0.1;0.1;2.5;35;0.1;-;0;0;1.23;0;0;7.8;9.3;17.5;-;-;-;-;-;-;-;-;-;14.6;2.9;-;-;-;-;1.23;-;-;-;-;-;-;-;-;-;-;490;-;-;-;7.5;-;-;-;-;-;-;-;-;-;-;-
9;903;0;fats and oils;margarines;-;16743;Blended fat (vegetable and animal origins). 50-63% fat;Blended fat (vegetable and animal origins). 50-63% fat;490;2010;490;44.5;0.4;0.4;0.6;54;0.6;< 0.35;0;0;0.59;0;0;25.7;20;7.3;0.43;0.36;1.39;1.08;6.26;3.87;9.21;2.33;17.8;4.81;2.02;< 0.01;< 0.01;< 0.01;38;0.44;16;299;< 0.01;0.03;< 20;2.4;< 0.01;17;51;< 20;174;0.06;128;880;-;2.96;16.5;-;< 0.5;< 0.01;0.02;< 0.1;0.078;0.024;6.84;0.04
9;903;0;fats and oils;margarines;-;16744;Blended fat (vegetable and animal origins). 50-63% fat. lightly salted;Blended fat (vegetable and animal origins). 50-63% fat. lightly salted;481;1980;481;-;0.4;0.4;0.6;53;0.6;-;0;0;1.5;0;0;25.7;20;7.3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38;1.5;-;-;-;-;-;-;-;-;-;-;600;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-
9;903;0;fats and oils;margarines;-;16745;Blended fat (vegetable and animal origins). spreadable. 30-40% fat;Blended fat (vegetable and animal origins). spreadable. 30-40% fat;397;1640;397;54;1.69;1.69;5.6;40.9;2.3;2.2;0;0;0.86;0;0;20.6;14.3;5.7;0.12;0.18;1.47;0.97;6.76;3.09;6.58;1.41;13.5;3.72;1.51;< 0.01;< 0.01;< 0.01;15.1;0.54;51;237;< 0.01;0.04;< 20;5;< 0.01;42;120;< 20;217;0.19;< 21;422;-;5.13;8.4;-;< 0.5;0.017;0.095;< 0.1;0.24;0.035;< 5;0.14
9;903;0;fats and oils;margarines;-;16746;Blended fat (vegetable and animal origins). spreadable. 30-40% fat. lightly salted;Blended fat (vegetable and animal origins). spreadable. 30-40% fat. lightly salted;370;1530;370;-;1.5;1.5;5.6;38;2.5;-;0;0;1.75;0;0;17.5;13.5;5.38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13.7;1.75;-;-;-;-;-;-;-;-;-;-;700;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-
9;904;0;fats and oils;fish oils;-;17630;Cod liver oil;Cod liver oil;900;3700;900;0;0;0;0;100;0;-;0;0;0.0018;0;0;22;46.5;24.3;0;0;0;0;0;3.6;12.1;2.8;33.1;2.66;1.76;-;8.94;10.9;510;0.00005;1.15;-;0.007;0.074;400;0.08;0.002;0;0;0.005;0.02;0.06;30000;-;250;30;0;-;0;0;0;0;0;0;0;0
9;904;0;fats and oils;fish oils;-;17640;Sardine oil;Sardine oil;900;3700;900;0;0;0;0;100;0;-;0;0;0;0;0;29.9;33.8;31.9;-;-;-;-;0.1;6.53;16.6;3.89;-;-;-;-;10.1;10.7;710;0;0;-;0;0;-;0;0;0;0;-;0;0;0;-;8.3;-;-;-;0;0;0;0;0;0;0;0
9;904;0;fats and oils;fish oils;-;17645;Salmon oil;Salmon oil;900;3700;900;0;0;0;0;100;0;-;0;0;0;0;0;-;-;-;-;-;-;-;-;3.28;9.84;4.25;-;-;-;-;13;18.2;485;0;0;-;0;0;-;0;0;0;0;-;0;0;0;-;-;-;-;-;0;0;0;0;0;0;0;0
9;904;0;fats and oils;fish oils;-;17650;Herring oil;Herring oil;900;3700;900;0;0;0;0;100;0;-;0;0;0;0;0;21.3;56.6;15.6;-;-;-;-;0.16;7.19;11.7;0.82;-;-;-;-;6.27;4.21;766;0;0;-;0;0;-;0;0;0;0;-;0;0;0;-;-;-;-;-;0;0;0;0;0;0;0;0
9;905;0;fats and oils;other fats;-;16520;Lard or pork fat;Lard or pork fat;896;3680;896;0.6;0;0;0;99.5;0;0;0;0;0.011;0;0;41.1;43.3;10.1;0;0;0;0.1;0.16;1.44;24.4;14.1;34.3;8.95;0.91;0;0;0;95;0.005;1;-;0.02;0.08;1.8;1;0.014;3;1;6.9;2;0.11;9;0;2.5;0.5;0;-;0;0;0;0;0;0.02;0;0
9;905;0;fats and oils;other fats;-;16530;Pork fat. raw;Pork fat. raw;810;3330;810;7.69;2.92;2.92;0;88.7;0;-;0;0;0.7;0;0;32.2;42;10.4;0;0;0;0.06;0.19;1.12;19.5;11.4;-;-;-;-;0;0;57;0.028;2;-;0.018;0.18;0.5;2;0.002;38;65;-;11;0.37;5;0;3.1;0;0;-;-;0.084;0.051;0.99;0.12;0.04;1;0.18
9;905;0;fats and oils;other fats;-;16540;Chicken fat;Chicken fat;898;3690;898;0.2;0;0;0;99.8;0;-;0;0;0;0;0;29.8;44.7;20.9;0;0;0;0;0.1;0.9;21.6;6;-;-;-;-;0;0;85;0;0;-;0;0;-;0;-;0;0;-;0;0;0;0;4.8;2.7;0;-;0;0;0;0;0;0;0;0
9;905;0;fats and oils;other fats;-;16550;Duck fat;Duck fat;898;3690;898;0.2;0;0;0;99.8;0;0;0;0;traces;0;0;33.2;49.3;12.9;0;0;0;0;0;0.7;24.7;7.8;-;-;-;-;0;0;100;0;0;-;0;0;2;0;-;0;0;-;0;0;0;0;4.8;2.7;0;-;0;0;0;0;0;0;0;0
9;905;0;fats and oils;other fats;-;16560;Goose fat;Goose fat;898;3690;898;0.2;0;0;0;99.8;0;-;0;0;traces;0;0;27.7;56.7;11;0;0;0;0;0;0.5;20.7;6.1;53.5;9.8;0.5;0;0;0;100;0;0;-;-;0;2;0;-;0;0;-;0;0;144;0;0;2.7;-;-;0;0;0;0;0;0;0;0
9;905;0;fats and oils;other fats;-;16570;Turkey fat;Turkey fat;898;3690;898;0.2;0;0;0;99.8;0;-;0;0;0;0;0;29.4;42.9;23.1;0;0;0;0;0;0.9;20.6;6.2;-;-;-;-;0;0;102;0;0;-;0;0;-;0;-;0;0;-;0;0;0;0;4.8;2.9;0;-;0;0;0;0;0;0;0;0
9;905;0;fats and oils;other fats;-;17999;Paraffin oil;Paraffin oil;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;0;-;0;-;0;-;-;0;-;0;-;0;-;-;-;-;-;-;-;-;-;-;-;-
10;1001;100101;miscellaneous;sauces;condiment sauces;11008;Ketchup;Ketchup;99;420;99;71.1;1.27;1.27;21.4;0.19;20.8;0.55;1.15;0.065;3.4;0;1.42;0.069;0.018;0.063;0;0;0;-;0;0;0.058;0.011;0.018;0.057;0.0057;0;0;0;0;2.59;21.4;1810;0.079;0.77;2;21.2;0.1;33;485;< 10;1030;0.12;0;560;0;1.48;2.8;-;9.52;0.026;0.091;1.01;0.15;0.14;7.5;0
10;1001;100101;miscellaneous;sauces;condiment sauces;11051;Tartare sauce. prepacked;Tartare sauce. prepacked;520;2140;520;37.1;0.99;0.99;4.6;55;3.11;0.8;0.47;-;2.29;0;0.5;4.99;32.7;15.9;< 0.01;< 0.01;0.03;< 0.01;< 0.01;0.04;2.51;1.01;29.8;11.3;4.53;< 0.01;< 0.01;< 0.01;35.1;1.94;15;1390;0.02;0.32;< 20;3.9;0.04;25;54;< 20;799;0.16;-;23.3;< 0.25;13.3;154;-;< 0.5;0.019;0.015;< 0.1;0.22;0.022;5.23;0.31
10;1001;100101;miscellaneous;sauces;condiment sauces;11054;Mayonnaise (70% fat and more);Mayonnaise (70% fat and more);696;2860;696;18.1;1.36;1.36;2.62;75.2;1.03;1.59;0.32;0;1.54;0;0.8;7.27;33.4;31.2;< 0.038;< 0.038;< 0.038;< 0.038;< 0.038;< 0.038;5.3;1.97;18.9;13.3;4.8;< 0.038;< 0.092;< 0.092;70;1.39;17.6;911;0.023;0.34;30;6.42;0.024;23;28.1;< 10;552;0.13;8.5;< 80;< 0.5;20.3;75;-;< 0.5;< 0.04;< 0.04;0.14;0.23;0.031;< 16;0.39
10;1001;100101;miscellaneous;sauces;condiment sauces;11079;Mayonnaise. reduced fat or light mayonnaise;Mayonnaise. reduced fat or light mayonnaise;309;1280;309;60.1;0.93;0.93;8.98;29.9;4.91;2.8;0.23;0;2.62;0;traces;3.52;16.3;8.75;0;0;0;0;< 0.05;0.059;2.11;0.69;16.3;4.8;2.92;0;< 0.25;< 0.25;38;2.37;47.4;1520;< 0.1;0.4;5.4;17.7;< 0.1;26.3;70;< 5;936;0.12;62;2.03;< 0.5;8;0;-;3.75;< 0.04;0.032;0.08;0.21;< 0.04;21.2;0.14
10;1001;100101;miscellaneous;sauces;condiment sauces;11100;Barbecue sauce. prepacked;Barbecue sauce. prepacked;141;600;141;57.8;0.73;0.73;32;0.55;26.5;3.3;0.5;0;3.1;0;1.5;0.11;0.084;0.19;0;0;0;0;0;0;0;0;0.079;0.18;0.009;0;0;0;0;2.47;35;1430;0.079;0.3;13;9;0.23;15;142;1.3;980;0.13;0;-;0;1.6;-;-;0.33;0.02;0.05;0.49;0.037;0.09;2;0
10;1001;100101;miscellaneous;sauces;condiment sauces;11104;Soy sauce. prepacked;Soy sauce. prepacked;46.2;196;46.2;68.8;7.08;7.08;3.83;0.1;1.32;0.5;0.86;0;19.4;0;0.0016;0.0085;0.012;0.032;0;0;0;0;0;0;0.006;0.002;0.007;0.018;0.002;0;0;0;0;18.6;27.3;-;0.044;1.72;1;83.7;0.46;128;547;< 10;7440;0.4;0;0;0;0;0;-;0;0.046;0.16;3.08;0.34;0.17;16;0
10;1001;100101;miscellaneous;sauces;condiment sauces;11109;Salad dressing. reduced fat (25-50% of oil). prepacked;Salad dressing. reduced fat (25-50% of oil). prepacked;-;-;-;68.2;0.48;0.48;3.64;27.5;2.14;0.9;0.69;traces;2.19;0;-;2.67;13.9;9.36;< 0.013;< 0.013;< 0.013;< 0.013;< 0.013;< 0.013;1.21;0.5;12.5;7.55;1.82;< 0.013;< 0.013;< 0.013;< 0.7;1.99;21;1240;< 0.01;0.18;< 20;6.3;0.05;15;32;< 50;793;0.08;< 21;185;1.8;7.46;0;-;< 0.5;0.026;0.01;0.21;0.13;< 0.01;9.98;0.15
10;1001;100101;miscellaneous;sauces;condiment sauces;11110;Salad dressing. (50-75% of oil). prepacked;Salad dressing. (50-75% of oil). prepacked;-;-;-;40.4;0.54;0.54;4.56;52.4;2.9;< 0.35;0.34;traces;2.85;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;< 0.7;2.57;20;1550;0.02;0.64;< 20;12;0.14;33;110;< 50;1010;0.18;< 21;30;0;12.9;98.8;-;< 0.5;0.12;0.01;0.4;0.046;0.049;6.58;0.037
10;1001;100101;miscellaneous;sauces;condiment sauces;11112;Harissa (hot spicy sauce). prepacked;Harissa (hot spicy sauce). prepacked;-;-;-;77.9;2.72;2.72;7.3;2.9;-;0.5;5.1;traces;4.3;0;-;0.47;0.73;1.01;< 0.01;< 0.01;< 0.01;< 0.01;< 0.01;0.02;0.38;0.069;0.5;0.97;0.04;-;-;< 0.01;-;2.81;78.1;1920;< 1;3.1;43.5;47.2;< 1;63;710;< 5;1120;< 1;-;4000;-;6.1;-;-;31.9;< 0.05;0.21;< 0.05;0.52;0.26;28;-
10;1001;100101;miscellaneous;sauces;condiment sauces;11120;Burgundy-style sauce. prepacked;Burgundy-style sauce. prepacked;433;1780;433;46.3;1.25;1.25;7.85;43.9;5.23;1.3;0.52;-;3.18;0;traces;3.59;25.3;11.6;< 0.01;< 0.01;< 0.01;< 0.01;< 0.01;0.02;1.91;0.71;22.9;7.67;3.73;< 0.01;< 0.01;< 0.01;32;2.71;15;1600;0.05;0.7;< 20;8.8;0.07;35;210;< 20;1080;0.27;< 21;1710;< 0.25;10.1;68.8;-;< 0.5;0.025;0.03;2.77;0.26;0.035;17.4;0.2
10;1001;100101;miscellaneous;sauces;condiment sauces;11157;Mustard sauce prepacked;Mustard sauce prepacked;229;942;229;65.4;1.66;1.66;3.3;22.8;0.92;2.38;2;-;2.6;0;traces;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40.8;2.35;34.3;1380;< 0.1;0.5;4;12.5;0.1;36;68.7;1.6;940;0.3;44;29;< 0.5;7.4;-;-;< 0.5;0.056;0.05;0.26;< 0.16;0.052;20;< 0.08
10;1001;100101;miscellaneous;sauces;condiment sauces;11166;Yogurt sauce;Yogurt sauce;-;-;-;79.4;3.66;3.66;4.79;6.91;4.33;0.45;1.11;traces;2.43;0;-;1.41;4.87;0.51;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3.02;1.27;157;-;0.063;1.15;15.9;24.6;0.18;92.1;246;1.43;508;0.65;8.23;-;0.075;0.72;-;-;8.03;0.058;0.2;0.36;0.35;0.12;30;0.16
10;1001;100101;miscellaneous;sauces;condiment sauces;11167;American-style sauce. prepacked;American-style sauce. prepacked;423;1750;423;45.7;1.42;1.42;9.48;41.8;5.1;-;0.2;-;3.24;0;1;3.7;25.5;12;-;-;-;0.00058;0.0014;0.021;2.57;1.11;8.22;10.6;1.38;0.0096;0;0.0055;-;2.94;-;-;-;-;-;-;-;-;-;-;1180;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10;1001;100101;miscellaneous;sauces;condiment sauces;11168;Aioli sauce (garlic and olive oil mayonnaise). prepacked;Aioli sauce (garlic and olive oil mayonnaise). prepacked;395;1630;395;-;1.13;1.13;4.7;41;3.14;-;0.42;traces;2.07;0;0.5;-;15.9;9.74;-;-;-;0.0044;0.0047;0.022;1.64;0.61;15.9;7.27;2.46;0.009;0;0.0041;-;1.85;-;-;-;-;-;-;-;-;-;-;736;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10;1001;100101;miscellaneous;sauces;condiment sauces;11187;Salad dressing. prepacked;Salad dressing. prepacked;304;1250;304;61.8;0.86;0.86;5.3;30.9;4.06;0.9;0.35;-;2.53;0;traces;3.22;18;7.93;< 0.01;< 0.01;< 0.01;< 0.01;< 0.01;0.02;1.29;0.51;16.3;4.62;3.31;< 0.01;< 0.01;< 0.01;0;2.4;28;1410;< 0.01;0.19;< 20;5.1;0.03;23;56;< 20;949;0.12;< 21;12.3;< 0.25;7.05;99.8;-;< 0.5;0.022;0.012;< 0.1;0.16;0.13;< 5;-
10;1001;100101;miscellaneous;sauces;condiment sauces;11194;Nuoc mam sauce or fish sauce. prepacked;Nuoc mam sauce or fish sauce. prepacked;81.2;345;81.2;-;9.3;9.3;10.9;0;8.34;-;0.2;0;22.2;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22.2;-;-;-;-;-;-;-;-;-;-;8860;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10;1001;100101;miscellaneous;sauces;condiment sauces;11196;Burger sauce. prepacked;Burger sauce. prepacked;367;1520;367;-;1.06;1.06;13.3;33.8;10.2;-;0.48;-;2.5;0;1.5;3.11;19.8;9.41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20.5;2.13;19;-;-;-;-;-;-;30;29.6;-;847;-;-;-;-;1.5;-;-;-;0.021;0.13;-;-;0.053;-;-
10;1001;100101;miscellaneous;sauces;condiment sauces;11198;Salad dressing. reduced fat. prepacked;Salad dressing. reduced fat. prepacked;161;668;161;71.4;0.76;0.76;7.26;14.3;5.1;1.83;0.5;-;3.08;0;traces;1.29;8.09;4.1;-;-;-;-;< 0.34;< 0.34;< 1;-;8.09;2.85;1.25;-;< 0.1;< 0.1;< 0.04;2.57;9.5;1810;-;< 0.5;< 0.7;3.2;< 0.34;10.1;13.8;< 0.5;1010;< 0.34;0.088;0.21;< 0.1;7.39;-;-;1.22;< 0.1;< 0.1;-;< 0.1;< 0.1;-;-
10;1001;100101;miscellaneous;sauces;condiment sauces;11203;Kebab sauce. prepacked;Kebab sauce. prepacked;293;1210;293;61.2;1.1;1.1;9.15;27.6;4.6;-;0.1;-;1.87;0;1;2.3;16.6;6.9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.5;-;-;-;-;-;-;-;-;-;-;600;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
